[16/06/2022 21:28:59] Player: Trinitty | Reward: 1x removedor de frags
[10/09/2022 23:07:57] Player: Cyclone | Reward: 5x [+500%] EXP Food
[10/09/2022 23:08:13] Player: Cyclone | Reward: 5x refinamento excelente
[10/09/2022 23:08:27] Player: Cyclone | Reward: 5x refinamento excelente
[11/09/2022 06:03:12] Player: Seixas | Reward: 15x dodge stone
[11/09/2022 06:04:45] Player: Lord Quadrangular | Reward: 1x [+1000%] EXP Potion
[11/09/2022 15:32:39] Player: Samuel | Reward: 1x stamina potion
[11/09/2022 16:54:18] Player: Shimaricat | Reward: 1x removedor de frags
[11/09/2022 16:54:32] Player: Shimaricat | Reward: 1x stamina infinita
[11/09/2022 16:54:49] Player: Shimaricat | Reward: 1x hyper key
[11/09/2022 16:55:06] Player: Shimaricat | Reward: 15x critical feather
[11/09/2022 16:55:17] Player: Shimaricat | Reward: 5x [+500%] EXP Food
[11/09/2022 16:55:28] Player: Shimaricat | Reward: 1x stamina potion
[11/09/2022 16:55:40] Player: Shimaricat | Reward: 1x stamina potion
[11/09/2022 16:55:58] Player: Shimaricat | Reward: 15x dodge stone
[11/09/2022 16:56:10] Player: Shimaricat | Reward: 15x dodge stone
[11/09/2022 16:56:27] Player: Shimaricat | Reward: 1x removedor de frags
[11/09/2022 16:56:40] Player: Shimaricat | Reward: 1x removedor de frags
[11/09/2022 16:56:54] Player: Shimaricat | Reward: 5x refinamento excelente
[11/09/2022 18:38:53] Player: Timborco | Reward: 1x stamina potion
[11/09/2022 18:39:05] Player: Timborco | Reward: 1x stamina potion
[11/09/2022 18:39:18] Player: Timborco | Reward: 1x caixa da sorte
[11/09/2022 18:39:30] Player: Timborco | Reward: 1x [+1000%] EXP Potion
[11/09/2022 18:39:44] Player: Timborco | Reward: 1x refinamento excelente
[11/09/2022 18:39:57] Player: Timborco | Reward: 1x hyper key
[11/09/2022 18:40:11] Player: Timborco | Reward: 15x dodge stone
[11/09/2022 18:40:26] Player: Timborco | Reward: 5x [+300%] EXP Food
[11/09/2022 18:40:40] Player: Timborco | Reward: 5x [+300%] EXP Food
[11/09/2022 21:19:10] Player: Timborco | Reward: 5x [+600%] EXP Egg
[11/09/2022 21:20:03] Player: Comando Voador | Reward: 5x refinamento excelente
[11/09/2022 21:20:15] Player: Comando Voador | Reward: 5x refinamento excelente
[11/09/2022 21:20:28] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[11/09/2022 21:20:46] Player: Timborco | Reward: 1x stamina potion
[11/09/2022 21:24:17] Player: Comando Voador | Reward: 15x critical feather
[11/09/2022 21:24:35] Player: Comando Voador | Reward: 15x dodge stone
[11/09/2022 21:24:48] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[11/09/2022 21:24:59] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[11/09/2022 21:25:11] Player: Comando Voador | Reward: 1x stamina potion
[11/09/2022 21:25:23] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[11/09/2022 21:25:35] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[11/09/2022 21:25:49] Player: Comando Voador | Reward: 1x removedor de frags
[11/09/2022 21:49:13] Player: Comando Voador | Reward: 15x critical feather
[11/09/2022 21:49:32] Player: Comando Voador | Reward: 1x stamina potion
[11/09/2022 21:49:37] Player: Comando Voador | Reward: 15x dodge stone
[11/09/2022 21:49:46] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[11/09/2022 21:49:56] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[11/09/2022 21:49:58] Player: Comando Voador | Reward: 15x critical feather
[11/09/2022 21:50:05] Player: Comando Voador | Reward: 1x stamina potion
[11/09/2022 21:50:13] Player: Comando Voador | Reward: 1x caixa da sorte
[11/09/2022 21:50:15] Player: Comando Voador | Reward: 1x stamina potion
[11/09/2022 21:50:27] Player: Comando Voador | Reward: 1x removedor de frags
[11/09/2022 21:51:07] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[11/09/2022 21:51:13] Player: Comando Voador | Reward: 1x stamina infinita
[11/09/2022 21:51:15] Player: Comando Voador | Reward: 15x dodge stone
[11/09/2022 21:51:20] Player: Comando Voador | Reward: 15x critical feather
[11/09/2022 21:51:27] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[11/09/2022 21:51:30] Player: Comando Voador | Reward: 1x caixa da sorte
[11/09/2022 21:51:35] Player: Comando Voador | Reward: 1x stamina potion
[11/09/2022 21:51:41] Player: Comando Voador | Reward: 15x dodge stone
[11/09/2022 21:51:43] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[11/09/2022 21:51:50] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[11/09/2022 22:47:37] Player: Pally Maldito | Reward: 15x critical feather
[11/09/2022 22:47:41] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[11/09/2022 22:47:48] Player: Pally Maldito | Reward: 5x refinamento excelente
[11/09/2022 22:47:54] Player: Pally Maldito | Reward: 1x removedor de frags
[11/09/2022 22:48:02] Player: Pally Maldito | Reward: 5x [+600%] EXP Egg
[11/09/2022 22:48:07] Player: Pally Maldito | Reward: 1x caixa da sorte
[11/09/2022 22:48:15] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[11/09/2022 22:48:19] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[11/09/2022 22:48:28] Player: Pally Maldito | Reward: 1x removedor de frags
[11/09/2022 22:48:32] Player: Pally Maldito | Reward: 15x critical feather
[11/09/2022 22:48:40] Player: Pally Maldito | Reward: 1x removedor de frags
[11/09/2022 22:48:45] Player: Pally Maldito | Reward: 1x refinamento excelente
[12/09/2022 00:16:38] Player: Samuel | Reward: 15x dodge stone
[12/09/2022 01:18:05] Player: Macdeatth | Reward: 15x dodge stone
[12/09/2022 01:18:17] Player: Macdeatth | Reward: 5x refinamento excelente
[12/09/2022 01:18:29] Player: Macdeatth | Reward: 1x stamina potion
[12/09/2022 01:18:41] Player: Macdeatth | Reward: 1x stamina potion
[12/09/2022 01:18:53] Player: Macdeatth | Reward: 5x [+500%] EXP Food
[12/09/2022 01:19:06] Player: Macdeatth | Reward: 1x stamina potion
[12/09/2022 01:19:18] Player: Macdeatth | Reward: 5x refinamento excelente
[12/09/2022 08:34:32] Player: Jutinha | Reward: 15x dodge stone
[12/09/2022 08:34:44] Player: Jutinha | Reward: 15x critical feather
[12/09/2022 08:34:57] Player: Jutinha | Reward: 15x critical feather
[12/09/2022 08:35:48] Player: Jutinha | Reward: 15x critical feather
[12/09/2022 08:37:21] Player: Jutinha | Reward: 1x soulwar staff
[12/09/2022 08:39:49] Player: Jutinha | Reward: 1x removedor de frags
[12/09/2022 08:40:02] Player: Jutinha | Reward: 1x removedor de frags
[12/09/2022 08:40:15] Player: Jutinha | Reward: 1x stamina potion
[12/09/2022 08:40:31] Player: Jutinha | Reward: 15x critical feather
[12/09/2022 08:40:43] Player: Jutinha | Reward: 15x critical feather
[12/09/2022 08:40:56] Player: Jutinha | Reward: 5x [+300%] EXP Food
[12/09/2022 08:41:08] Player: Jutinha | Reward: 1x stamina potion
[12/09/2022 08:41:20] Player: Jutinha | Reward: 1x removedor de frags
[12/09/2022 08:41:32] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[12/09/2022 08:41:45] Player: Jutinha | Reward: 5x [+300%] EXP Food
[12/09/2022 08:41:57] Player: Jutinha | Reward: 1x hyper key
[12/09/2022 08:42:09] Player: Jutinha | Reward: 1x stamina potion
[12/09/2022 08:42:22] Player: Jutinha | Reward: 5x [+500%] EXP Food
[16/09/2022 23:39:22] Player: Callango | Reward: 15x critical feather
[16/09/2022 23:39:32] Player: Callango | Reward: 1x removedor de frags
[17/09/2022 02:42:51] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[17/09/2022 02:43:14] Player: Pally Maldito | Reward: 1x removedor de frags
[17/09/2022 02:44:38] Player: Pally Maldito | Reward: 5x [+300%] EXP Food
[17/09/2022 11:09:38] Player: Minerador | Reward: 15x dodge stone
[17/09/2022 11:58:22] Player: Milim | Reward: 15x critical feather
[17/09/2022 15:22:19] Player: Bill | Reward: 1x removedor de frags
[17/09/2022 16:31:32] Player: Milim | Reward: 1x refinamento excelente
[17/09/2022 16:48:41] Player: Messi Love | Reward: 1x stamina infinita
[17/09/2022 17:31:20] Player: Shimaricat Retorn | Reward: 1x removedor de frags
[17/09/2022 17:31:31] Player: Shimaricat Retorn | Reward: 1x removedor de frags
[17/09/2022 17:31:45] Player: Shimaricat Retorn | Reward: 15x critical feather
[17/09/2022 17:31:57] Player: Shimaricat Retorn | Reward: 1x stamina potion
[17/09/2022 17:32:08] Player: Shimaricat Retorn | Reward: 1x removedor de frags
[17/09/2022 18:14:02] Player: Comando Voador | Reward: 15x critical feather
[17/09/2022 21:24:10] Player: Comando Voador | Reward: 1x caixa da sorte
[17/09/2022 23:11:08] Player: Pro Attacksz | Reward: 15x critical feather
[17/09/2022 23:11:18] Player: Pro Attacksz | Reward: 15x dodge stone
[17/09/2022 23:11:29] Player: Pro Attacksz | Reward: 15x critical feather
[17/09/2022 23:11:40] Player: Pro Attacksz | Reward: 1x removedor de frags
[17/09/2022 23:11:50] Player: Pro Attacksz | Reward: 15x dodge stone
[17/09/2022 23:12:00] Player: Pro Attacksz | Reward: 1x removedor de frags
[17/09/2022 23:12:12] Player: Pro Attacksz | Reward: 1x caixa da sorte
[17/09/2022 23:12:25] Player: Pro Attacksz | Reward: 15x dodge stone
[17/09/2022 23:12:37] Player: Pro Attacksz | Reward: 1x stamina infinita
[17/09/2022 23:12:49] Player: Pro Attacksz | Reward: 5x [+300%] EXP Food
[17/09/2022 23:13:01] Player: Pro Attacksz | Reward: 15x critical feather
[17/09/2022 23:13:11] Player: Pro Attacksz | Reward: 15x critical feather
[17/09/2022 23:13:22] Player: Pro Attacksz | Reward: 1x refinamento excelente
[17/09/2022 23:13:34] Player: Pro Attacksz | Reward: 15x dodge stone
[17/09/2022 23:13:44] Player: Pro Attacksz | Reward: 15x critical feather
[17/09/2022 23:13:55] Player: Pro Attacksz | Reward: 5x [+500%] EXP Food
[17/09/2022 23:14:05] Player: Pro Attacksz | Reward: 5x [+300%] EXP Food
[17/09/2022 23:14:16] Player: Pro Attacksz | Reward: 15x dodge stone
[17/09/2022 23:14:26] Player: Pro Attacksz | Reward: 5x [+300%] EXP Food
[17/09/2022 23:54:51] Player: Psycho Perverso | Reward: 5x [+600%] EXP Egg
[18/09/2022 00:10:50] Player: Pro Attacksz | Reward: 15x dodge stone
[18/09/2022 00:11:01] Player: Pro Attacksz | Reward: 5x [+300%] EXP Food
[18/09/2022 00:11:12] Player: Pro Attacksz | Reward: 1x refinamento excelente
[18/09/2022 00:11:22] Player: Pro Attacksz | Reward: 5x [+600%] EXP Egg
[18/09/2022 00:11:32] Player: Pro Attacksz | Reward: 5x [+300%] EXP Food
[18/09/2022 00:11:42] Player: Pro Attacksz | Reward: 15x dodge stone
[18/09/2022 00:11:52] Player: Pro Attacksz | Reward: 1x refinamento excelente
[18/09/2022 00:38:37] Player: Comando Voador | Reward: 15x critical feather
[18/09/2022 00:38:48] Player: Comando Voador | Reward: 15x critical feather
[18/09/2022 00:38:59] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[18/09/2022 00:39:10] Player: Comando Voador | Reward: 1x caixa da sorte
[18/09/2022 00:39:21] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[18/09/2022 02:03:40] Player: Duma | Reward: 1x removedor de frags
[18/09/2022 02:03:50] Player: Duma | Reward: 5x [+600%] EXP Egg
[18/09/2022 02:04:01] Player: Duma | Reward: 5x [+600%] EXP Egg
[18/09/2022 02:04:11] Player: Duma | Reward: 1x removedor de frags
[18/09/2022 02:04:21] Player: Duma | Reward: 5x [+300%] EXP Food
[18/09/2022 03:12:50] Player: Comando Voador | Reward: 1x refinamento excelente
[18/09/2022 03:13:00] Player: Comando Voador | Reward: 15x critical feather
[18/09/2022 03:13:15] Player: Comando Voador | Reward: 1x removedor de frags
[18/09/2022 03:13:26] Player: Comando Voador | Reward: 1x caixa da sorte
[18/09/2022 03:29:56] Player: Mineradoor | Reward: 15x critical feather
[18/09/2022 03:30:07] Player: Mineradoor | Reward: 15x dodge stone
[18/09/2022 03:34:40] Player: Psycho Perverso | Reward: 15x dodge stone
[18/09/2022 09:08:10] Player: Tokinho | Reward: 5x [+300%] EXP Food
[18/09/2022 09:59:46] Player: Psycho Perverso | Reward: 1x [+1000%] EXP Potion
[18/09/2022 09:59:56] Player: Psycho Perverso | Reward: 1x stamina infinita
[18/09/2022 10:00:07] Player: Psycho Perverso | Reward: 1x [+1000%] EXP Potion
[18/09/2022 12:46:49] Player: Comando Voador | Reward: 15x dodge stone
[18/09/2022 12:46:59] Player: Comando Voador | Reward: 1x stamina potion
[18/09/2022 12:47:10] Player: Comando Voador | Reward: 1x stamina potion
[18/09/2022 12:47:20] Player: Comando Voador | Reward: 15x critical feather
[18/09/2022 12:47:31] Player: Comando Voador | Reward: 1x refinamento excelente
[18/09/2022 12:48:14] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[18/09/2022 12:48:24] Player: Comando Voador | Reward: 1x removedor de frags
[18/09/2022 12:48:34] Player: Comando Voador | Reward: 1x stamina potion
[18/09/2022 12:48:44] Player: Comando Voador | Reward: 1x caixa da sorte
[18/09/2022 12:48:54] Player: Comando Voador | Reward: 1x soulwar staff
[18/09/2022 13:03:57] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[18/09/2022 13:04:06] Player: Comando Voador | Reward: 15x dodge stone
[18/09/2022 14:29:30] Player: Duma | Reward: 15x critical feather
[18/09/2022 14:29:45] Player: Duma | Reward: 1x refinamento excelente
[18/09/2022 14:30:01] Player: Duma | Reward: 1x stamina potion
[18/09/2022 14:30:12] Player: Duma | Reward: 15x dodge stone
[18/09/2022 14:30:27] Player: Duma | Reward: 5x [+500%] EXP Food
[18/09/2022 14:30:37] Player: Duma | Reward: 1x stamina potion
[18/09/2022 14:30:48] Player: Duma | Reward: 1x stamina potion
[18/09/2022 14:31:01] Player: Duma | Reward: 15x critical feather
[18/09/2022 14:31:13] Player: Duma | Reward: 5x [+300%] EXP Food
[18/09/2022 14:31:24] Player: Duma | Reward: 15x critical feather
[18/09/2022 14:31:34] Player: Duma | Reward: 1x refinamento excelente
[18/09/2022 14:31:44] Player: Duma | Reward: 1x soulwar staff
[18/09/2022 14:32:10] Player: Duma | Reward: 1x soul war boots
[18/09/2022 14:32:30] Player: Duma | Reward: 15x critical feather
[18/09/2022 14:32:40] Player: Duma | Reward: 15x dodge stone
[18/09/2022 14:32:57] Player: Shimaricat Retorn | Reward: 5x [+500%] EXP Food
[18/09/2022 14:33:09] Player: Shimaricat Retorn | Reward: 1x refinamento excelente
[18/09/2022 14:33:20] Player: Shimaricat Retorn | Reward: 1x hyper key
[18/09/2022 14:33:20] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[18/09/2022 14:33:30] Player: Comando Voador | Reward: 1x stamina potion
[18/09/2022 14:33:35] Player: Shimaricat Retorn | Reward: 15x critical feather
[18/09/2022 14:33:41] Player: Comando Voador | Reward: 15x dodge stone
[18/09/2022 14:33:46] Player: Shimaricat Retorn | Reward: 1x [+1000%] EXP Potion
[18/09/2022 14:33:55] Player: Comando Voador | Reward: 1x stamina potion
[18/09/2022 14:33:57] Player: Shimaricat Retorn | Reward: 1x stamina potion
[18/09/2022 14:34:06] Player: Comando Voador | Reward: 15x dodge stone
[18/09/2022 14:34:08] Player: Shimaricat Retorn | Reward: 5x [+500%] EXP Food
[18/09/2022 14:34:13] Player: Lex Mutor | Reward: 15x dodge stone
[18/09/2022 14:34:16] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[18/09/2022 14:34:56] Player: Callango | Reward: 15x critical feather
[18/09/2022 14:35:06] Player: Callango | Reward: 15x dodge stone
[18/09/2022 14:35:18] Player: Callango | Reward: 5x [+500%] EXP Food
[18/09/2022 14:35:28] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:35:39] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:35:49] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:36:01] Player: Callango | Reward: 1x caixa da sorte
[18/09/2022 14:36:11] Player: Callango | Reward: 15x dodge stone
[18/09/2022 14:36:22] Player: Callango | Reward: 15x dodge stone
[18/09/2022 14:36:32] Player: Callango | Reward: 5x [+300%] EXP Food
[18/09/2022 14:36:43] Player: Callango | Reward: 1x stamina potion
[18/09/2022 14:36:54] Player: Callango | Reward: 1x refinamento excelente
[18/09/2022 14:37:05] Player: Callango | Reward: 1x refinamento excelente
[18/09/2022 14:37:16] Player: Callango | Reward: 1x [+1000%] EXP Potion
[18/09/2022 14:37:28] Player: Callango | Reward: 15x critical feather
[18/09/2022 14:37:39] Player: Callango | Reward: 15x critical feather
[18/09/2022 14:37:50] Player: Callango | Reward: 1x stamina potion
[18/09/2022 14:38:01] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:38:10] Player: Callango | Reward: 1x stamina infinita
[18/09/2022 14:38:21] Player: Callango | Reward: 5x [+500%] EXP Food
[18/09/2022 14:38:31] Player: Callango | Reward: 5x [+300%] EXP Food
[18/09/2022 14:38:41] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:38:51] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:39:01] Player: Callango | Reward: 5x [+500%] EXP Food
[18/09/2022 14:39:11] Player: Callango | Reward: 1x refinamento excelente
[18/09/2022 14:39:23] Player: Callango | Reward: 15x critical feather
[18/09/2022 14:39:35] Player: Callango | Reward: 15x dodge stone
[18/09/2022 14:39:46] Player: Callango | Reward: 1x removedor de frags
[18/09/2022 14:39:56] Player: Callango | Reward: 1x refinamento excelente
[18/09/2022 14:40:05] Player: Callango | Reward: 5x [+300%] EXP Food
[18/09/2022 14:41:00] Player: Callango | Reward: 1x [+1000%] EXP Potion
[18/09/2022 14:41:10] Player: Callango | Reward: 15x dodge stone
[18/09/2022 14:43:52] Player: Pro Attacksz | Reward: 15x critical feather
[18/09/2022 14:44:03] Player: Pro Attacksz | Reward: 1x stamina infinita
[18/09/2022 15:52:13] Player: Psycho Perverso | Reward: 5x [+600%] EXP Egg
[18/09/2022 15:52:24] Player: Psycho Perverso | Reward: 1x caixa da sorte
[18/09/2022 15:52:38] Player: Psycho Perverso | Reward: 1x removedor de frags
[18/09/2022 15:52:51] Player: Psycho Perverso | Reward: 1x stamina potion
[18/09/2022 15:53:01] Player: Psycho Perverso | Reward: 15x dodge stone
[18/09/2022 16:08:10] Player: Pro Attacksz | Reward: 15x critical feather
[18/09/2022 16:28:21] Player: Blayd Loot | Reward: 5x [+300%] EXP Food
[18/09/2022 16:28:36] Player: Blayd Loot | Reward: 5x [+600%] EXP Egg
[18/09/2022 16:28:47] Player: Blayd Loot | Reward: 1x refinamento excelente
[18/09/2022 16:28:57] Player: Blayd Loot | Reward: 5x [+300%] EXP Food
[18/09/2022 16:29:08] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:29:19] Player: Blayd Loot | Reward: 1x removedor de frags
[18/09/2022 16:29:31] Player: Blayd Loot | Reward: 1x refinamento excelente
[18/09/2022 16:29:42] Player: Blayd Loot | Reward: 15x dodge stone
[18/09/2022 16:29:52] Player: Blayd Loot | Reward: 1x [+1000%] EXP Potion
[18/09/2022 16:30:02] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:30:12] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:30:23] Player: Blayd Loot | Reward: 1x stamina potion
[18/09/2022 16:30:34] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:30:44] Player: Blayd Loot | Reward: 1x [+1000%] EXP Potion
[18/09/2022 16:30:54] Player: Blayd Loot | Reward: 1x refinamento excelente
[18/09/2022 16:31:04] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:31:14] Player: Blayd Loot | Reward: 5x [+500%] EXP Food
[18/09/2022 16:31:24] Player: Blayd Loot | Reward: 5x [+500%] EXP Food
[18/09/2022 16:31:35] Player: Blayd Loot | Reward: 1x removedor de frags
[18/09/2022 16:31:46] Player: Blayd Loot | Reward: 5x [+300%] EXP Food
[18/09/2022 16:31:56] Player: Blayd Loot | Reward: 15x critical feather
[18/09/2022 16:32:06] Player: Blayd Loot | Reward: 1x stamina potion
[18/09/2022 16:32:19] Player: Blayd Loot | Reward: 15x dodge stone
[18/09/2022 16:32:29] Player: Blayd Loot | Reward: 1x caixa da sorte
[18/09/2022 17:02:33] Player: Psycho Perverso | Reward: 1x removedor de frags
[18/09/2022 19:40:09] Player: Psycho Perverso | Reward: 5x [+600%] EXP Egg
[18/09/2022 19:40:21] Player: Psycho Perverso | Reward: 1x removedor de frags
[18/09/2022 22:03:51] Player: King Of Pally | Reward: 1x [+300%] EXP Food
[18/09/2022 22:04:04] Player: King Of Pally | Reward: 1x stamina potion
[18/09/2022 22:04:20] Player: King Of Pally | Reward: 5x refinamento excelente
[18/09/2022 22:51:26] Player: Lex Mutor | Reward: 1x caixa da sorte
[18/09/2022 22:53:50] Player: Lex Mutor | Reward: 1x removedor de frags
[18/09/2022 22:54:31] Player: Shimaricat Retorn | Reward: 15x critical feather
[18/09/2022 22:54:43] Player: Shimaricat Retorn | Reward: 5x refinamento excelente
[18/09/2022 22:54:55] Player: Shimaricat Retorn | Reward: 1x stamina potion
[18/09/2022 23:04:31] Player: Olivia Palito | Reward: 1x removedor de frags
[18/09/2022 23:04:46] Player: Olivia Palito | Reward: 1x hyper key
[18/09/2022 23:04:59] Player: Olivia Palito | Reward: 5x [+600%] EXP Egg
[18/09/2022 23:05:22] Player: Olivia Palito | Reward: 1x refinamento excelente
[18/09/2022 23:21:55] Player: Billy Jack | Reward: 1x [+300%] EXP Food
[18/09/2022 23:52:48] Player: Tri Taca Flexa | Reward: 1x removedor de frags
[18/09/2022 23:53:01] Player: Tri Taca Flexa | Reward: 5x [+500%] EXP Food
[18/09/2022 23:53:12] Player: Tri Taca Flexa | Reward: 15x critical feather
[18/09/2022 23:53:42] Player: Psycho Perverso | Reward: 1x [+1000%] EXP Potion
[18/09/2022 23:53:53] Player: Psycho Perverso | Reward: 1x caixa da sorte
[18/09/2022 23:54:04] Player: Psycho Perverso | Reward: 1x caixa da sorte
[18/09/2022 23:54:17] Player: Psycho Perverso | Reward: 1x stamina infinita
[18/09/2022 23:54:28] Player: Psycho Perverso | Reward: 1x stamina potion
[18/09/2022 23:54:41] Player: Psycho Perverso | Reward: 1x refinamento excelente
[19/09/2022 01:43:06] Player: Kxns | Reward: 15x critical feather
[19/09/2022 08:15:09] Player: Bushd | Reward: 5x [+600%] EXP Egg
[19/09/2022 08:16:01] Player: Blayd Loot | Reward: 15x dodge stone
[19/09/2022 08:17:10] Player: Bilau Grossu | Reward: 15x critical feather
[19/09/2022 08:20:52] Player: Pala Bot | Reward: 15x dodge stone
[19/09/2022 08:21:48] Player: Blog Youtube | Reward: 1x removedor de frags
[19/09/2022 08:22:40] Player: Love You | Reward: 1x caixa da sorte
[19/09/2022 08:23:32] Player: Chefe Aposentado | Reward: 15x dodge stone
[19/09/2022 08:24:20] Player: Oporraloka | Reward: 1x removedor de frags
[19/09/2022 08:25:14] Player: Akinao | Reward: 15x dodge stone
[19/09/2022 08:28:54] Player: Loot Money | Reward: 5x [+500%] EXP Food
[19/09/2022 08:29:05] Player: Loot Money | Reward: 15x dodge stone
[19/09/2022 08:29:16] Player: Loot Money | Reward: 15x critical feather
[19/09/2022 08:29:27] Player: Loot Money | Reward: 15x dodge stone
[19/09/2022 08:35:29] Player: Psycho Perverso | Reward: 1x removedor de frags
[19/09/2022 08:35:43] Player: Psycho Perverso | Reward: 15x critical feather
[19/09/2022 08:35:54] Player: Psycho Perverso | Reward: 1x caixa da sorte
[19/09/2022 08:36:05] Player: Psycho Perverso | Reward: 1x caixa da sorte
[19/09/2022 08:36:17] Player: Psycho Perverso | Reward: 1x [+1000%] EXP Potion
[19/09/2022 08:36:28] Player: Radagon | Reward: 1x removedor de frags
[19/09/2022 08:36:28] Player: Psycho Perverso | Reward: 1x removedor de frags
[19/09/2022 08:36:38] Player: Radagon | Reward: 1x removedor de frags
[19/09/2022 08:59:29] Player: Shimaricat Retorn | Reward: 5x [+600%] EXP Egg
[19/09/2022 08:59:40] Player: Shimaricat Retorn | Reward: 1x removedor de frags
[19/09/2022 10:14:07] Player: Callango | Reward: 1x removedor de frags
[19/09/2022 10:14:18] Player: Callango | Reward: 1x stamina potion
[19/09/2022 10:14:29] Player: Callango | Reward: 15x dodge stone
[19/09/2022 10:14:40] Player: Callango | Reward: 5x [+300%] EXP Food
[19/09/2022 10:14:52] Player: Callango | Reward: 15x critical feather
[19/09/2022 10:15:03] Player: Callango | Reward: 5x [+600%] EXP Egg
[19/09/2022 10:15:16] Player: Callango | Reward: 5x [+500%] EXP Food
[19/09/2022 10:15:27] Player: Callango | Reward: 5x [+500%] EXP Food
[19/09/2022 10:15:38] Player: Callango | Reward: 1x removedor de frags
[19/09/2022 10:15:50] Player: Callango | Reward: 15x critical feather
[19/09/2022 10:16:02] Player: Callango | Reward: 1x caixa da sorte
[19/09/2022 10:16:15] Player: Callango | Reward: 5x [+300%] EXP Food
[19/09/2022 10:16:27] Player: Callango | Reward: 1x caixa da sorte
[19/09/2022 11:46:38] Player: Feh Loko | Reward: 1x stamina potion
[19/09/2022 11:46:49] Player: Feh Loko | Reward: 1x caixa da sorte
[19/09/2022 11:47:00] Player: Feh Loko | Reward: 15x dodge stone
[19/09/2022 11:47:11] Player: Feh Loko | Reward: 1x hyper key
[19/09/2022 11:47:39] Player: Feh Loko | Reward: 5x [+300%] EXP Food
[19/09/2022 11:47:49] Player: Feh Loko | Reward: 5x [+300%] EXP Food
[19/09/2022 11:48:05] Player: Feh Loko | Reward: 15x critical feather
[19/09/2022 11:48:15] Player: Feh Loko | Reward: 1x [+1000%] EXP Potion
[19/09/2022 11:48:25] Player: Feh Loko | Reward: 15x critical feather
[19/09/2022 11:48:36] Player: Feh Loko | Reward: 15x dodge stone
[19/09/2022 11:48:46] Player: Feh Loko | Reward: 5x [+300%] EXP Food
[19/09/2022 11:48:57] Player: Feh Loko | Reward: 1x [+1000%] EXP Potion
[19/09/2022 11:49:07] Player: Feh Loko | Reward: 1x removedor de frags
[19/09/2022 13:08:09] Player: Callango | Reward: 5x [+300%] EXP Food
[19/09/2022 13:08:19] Player: Callango | Reward: 5x [+500%] EXP Food
[19/09/2022 13:13:05] Player: Calangofarmquatro | Reward: 1x refinamento excelente
[19/09/2022 13:13:49] Player: Calangofarm | Reward: 15x critical feather
[19/09/2022 13:14:43] Player: Calangofarmtres | Reward: 1x caixa da sorte
[19/09/2022 13:15:41] Player: Calangofarmseis | Reward: 15x dodge stone
[19/09/2022 13:16:27] Player: Calangofarmsete | Reward: 15x critical feather
[19/09/2022 13:17:16] Player: Calangofarmoito | Reward: 15x critical feather
[19/09/2022 13:18:06] Player: Calangofarmdez | Reward: 1x refinamento excelente
[19/09/2022 13:18:58] Player: Calangofarmonze | Reward: 5x [+500%] EXP Food
[19/09/2022 13:19:44] Player: Calangofarmdoze | Reward: 15x dodge stone
[19/09/2022 13:20:26] Player: Calangofarmquatorze | Reward: 15x dodge stone
[19/09/2022 13:21:26] Player: Calangofarmnove | Reward: 1x removedor de frags
[19/09/2022 14:09:49] Player: Duma | Reward: 1x removedor de frags
[19/09/2022 14:10:01] Player: Duma | Reward: 15x dodge stone
[19/09/2022 14:32:02] Player: Calangofarmdois | Reward: 15x dodge stone
[19/09/2022 15:12:48] Player: Calangofarm | Reward: 1x caixa da sorte
